Parent,Child
154,154
161,161
161,132
132,143
143,143
184,184
184,162
162,162
135,135
135,160
160,164
164,164
173,173
173,159
159,159
159,167
167,167
167,153
153,153
153,145
145,163
163,170
170,156
156,156
156,158
158,158
158,166
166,166
166,186
186,174
174,175
175,182
182,182
182,172
172,172
172,169
169,169
169,179
179,176
176,176
176,178
178,178
178,171
171,171
171,177
177,177
183,183
183,188
188,185
